# id X_IMAGE Y_IMAGE X_WORLD Y_WORLD FLUX_AUTO_160 FLUXERR_AUTO_160 FLUX_RADIUS_1 FLUX_RADIUS_2 FLUXERR_APER_606 FLUXERR_APER_125 FLUXERR_APER_140 FLUXERR_APER_814 FLUXERR_APER_K FLUXERR_APER_435 FLUXERR_APER_160 FLUXERR_APER_105 FLUX_APER_606 FLUX_APER_125 FLUX_APER_140 FLUX_APER_814 FLUX_APER_K FLUX_APER_435 FLUX_APER_160 FLUX_APER_105
11 2952.34 3794.91 3.57790999574 -30.3760096887 0.257329 0.0371881 8.13271 10.5211 0.00236451720693 0.0255465021653 0.00206351492426 0.00182194693157 0.00583019748771 0.00213856902432 0.018605662265 0.153216231382 0.00211664942801 0.0171213175024 0.00671738424637 0.00471363108329 -0.0172069980993 0.00294362369842 0.0804030817589 0.0140064119928
12 2952.56 3779.15 3.57790590041 -30.3762723854 0.622019 0.0348467 17.2158 25.1939 0.00234966857712 0.00267732661357 0.00271603686205 0.00181989543528 0.00582142461572 0.00212395563022 0.00267141909679 0.00216512132708 0.0315486825822 0.0718044214481 0.080043174512 0.0518871759303 0.107008391576 0.00932592959689 0.0858283000286 0.0741329237334
13 2933.7 3785.61 3.57827009908 -30.3761646439 1.35897 0.11253 12.2223 18.5053 0.00236341509316 0.0058583848783 0.00754524251391 0.00186277179578 0.00581157197922 0.00212981356034 0.00810271832696 0.00724750340554 0.072648460966 0.203193791641 0.223543375513 0.14137909677 0.27062597221 0.0112520256747 0.238161045985 0.192650336663
14 2925.6 3793.2 3.578426625 -30.3760381501 0.401177 0.103871 6.21404 8.45184 0.00233388315932 0.0141616540426 0.0 0.00181092039397 0.00581622201284 0.0021112470023 0.051942591874 0.00227139858404 0.00381887801765 0.00109785267763 0.000860820575912 0.00830637890729 0.145591993776 -0.000200417425687 0.139101448727 0.0014841219364
15 2912.72 3787.29 3.57867545044 -30.3761366066 2.44899 0.175276 9.82009 16.7332 0.00237811928616 0.0110019322486 0.0103167151151 0.00189360287158 0.00582885609935 0.00214931722387 0.0152161994339 0.184868400797 0.228115325273 0.194146524468 0.121773321961 0.29110786196 1.65174347578 0.0871071295759 0.530414267259 0.145726476764
16 2900.3 3779.38 3.57891541901 -30.3762685844 0.186347 0.0809546 5.6979 7.62636 0.00234670002966 0.00579534652088 0.00772062178011 0.00180440901532 0.00581186630667 0.00212484388562 0.0104624815041 0.00545403567884 0.00777747591581 0.0305435093098 0.0539334308101 0.0071887174437 0.167979104353 0.00894903771303 0.0412116927721 0.0258373058102
17 3117.61 3787.49 3.57471727998 -30.3761331182 0.128912 0.00453993 3.43845 7.52228 0.00231677102752 0.00267268551747 0.0025006417229 0.00182537989898 0.00580894615086 0.0020906483951 0.00239677113094 0.00198520083235 0.0358918577493 0.104378424926 0.0926010435501 0.0754383172624 0.136894054707 -0.00115409567915 0.106594752503 0.0896020088605
18 3017.0 3792.02 3.57666094316 -30.3760578604 0.0119843 0.00514528 1.57066 2.63142 0.00234178238479 0.00284878898071 0.00340335357613 0.00179514023643 0.00581202249176 0.00212320185881 0.00326618792909 0.00254726800695 0.00846369960793 0.0294591003042 0.0503871417607 0.0117606086944 0.0121463393887 0.0132783747152 0.00862490132397 0.0293022614799
19 3015.69 3787.5 3.57668629692 -30.3761330546 0.129718 0.0819626 7.75843 11.8816 0.00236245491715 0.00258547776053 0.00262335024493 0.00180789915521 0.00583050591146 0.00214909827398 0.00257464063365 0.00208030444455 0.0346155621314 0.0442309651282 0.0519354156707 0.034415985203 0.095897772512 0.0504474890884 0.0228709297637 0.0413587592369
20 2839.55 3777.88 3.58008899303 -30.3762934576 2.21221 0.08333 7.32259 13.4678 0.00236928416547 0.00858934528507 0.00667764505682 0.00190500846774 0.00582937089006 0.00213012787492 0.0430659687326 0.053766889168 0.144625518648 0.184488281729 0.058578973195 0.274152928147 0.597283354012 0.0299074750024 0.636061789054 0.201262247419
21 3323.0 3782.0 3.57074940328 -30.3762244206 0.436462 0.0544915 6.32171 8.95612 0.00240560392751 0.0 0.0 0.00187124541222 0.00582679637131 0.00217555150315 0.0662533270688 1.73918726643e-11 -0.00406036352622 0.0293771241694 0.0315549512234 -0.000550509101614 -0.029655189012 -0.00401326852134 0.170557486052 0.0564475233791
22 3175.92 3786.17 3.57359078835 -30.3761550593 0.0168306 0.00335118 2.27595 4.02593 0.00236553755043 0.00263093511473 0.00248746961768 0.00181754684693 0.00581648871229 0.00214350697604 0.00237367096558 0.00197379881809 0.0113149951318 0.00319474609285 0.0149137322482 0.00911408706388 -0.0181969473282 0.0158880405658 0.0189930877394 0.0102182555169
23 3135.44 3586.5 3.5743726048 -30.3794829248 9.96907 0.0247124 49.0517 54.8867 0.00338180904516 0.00184753808769 0.00175740875551 0.00263234894706 0.00582930492033 0.0030533804267 0.00166424889411 0.00138024362725 0.073299678866 0.180627541617 0.186804855399 0.125408235544 0.257956185483 0.0153952668857 0.200211194407 0.165050902156
24 3169.63 3746.63 3.57371230782 -30.376814118 214.163 0.684681 95.8767 135.007 0.00238847001394 0.00195943773859 0.0018652247042 0.00201748329242 0.00582407750875 0.00213832847158 0.00176281652278 0.00146793682539 0.242833371072 0.755565227941 0.815531233538 0.506144608514 1.32199618346 0.0501056944766 0.860760223916 0.657440051847
25 3191.57 3717.57 3.57328838697 -30.3772984661 7.82949 0.01442 31.0446 43.5336 0.0024145668811 0.00182628760722 0.00172811331802 0.00188003099695 0.00581708075001 0.00220988147728 0.0016760319795 0.00139400111501 0.109973948501 0.0950599718703 0.106371294013 0.116059070382 0.16940096826 0.110864061888 0.108756219862 0.0903225048278
26 3047.81 3768.24 3.57606570279 -30.3764541513 15.1365 0.122106 37.5794 55.7592 0.00235699505335 0.00266673532242 0.00250398553466 0.00188231599581 0.00581541345881 0.00212707483842 0.00240897111603 0.00198947978776 0.0875316060515 0.240857316627 0.264489436214 0.190227408994 0.479989929544 0.025111817463 0.268558301115 0.208338665414
27 3098.75 3731.06 3.57508146088 -30.3770736456 159.965 0.0232739 10.4298 32.1916 0.00347826657551 0.00515824985331 0.00485133240495 0.0054164695247 0.00581809623557 0.00261217020078 0.00421785514033 0.00330038120739 7.95889790296 34.3961208179 39.7029656625 18.7914917586 75.0192536401 1.37529737216 44.8740285314 27.3773923184
28 3182.6 3679.85 3.57346149966 -30.3779271841 45.1386 0.0192535 8.37982 32.2365 0.00338504129066 0.00350813923112 0.00330826857901 0.00444856667344 0.00581661275812 0.00277193333457 0.00292812502383 0.00234262629075 3.23628078785 12.8283268966 14.6277354289 7.33437915125 25.2085424944 0.599347847118 16.1965724487 10.4354660976
29 3125.72 3639.67 3.57456030109 -30.3785968447 23.8866 0.0213237 19.9006 37.9339 0.00252612710439 0.00227067119769 0.00213056711288 0.00242302485438 0.00583222000158 0.00223879297779 0.00194868872946 0.00162905523747 0.956192726813 2.89227065983 3.21234652739 1.80081413453 5.42671185666 0.266705751178 3.50765446213 2.4227046167
30 3095.85 3644.1 3.57513746668 -30.3785230008 23.5673 0.0222135 24.8536 41.126 0.00250870395958 0.00224902867892 0.00213212286172 0.00235135155761 0.00583377170432 0.00220593142728 0.0019525971481 0.00162009093463 0.824161360702 2.73897340412 3.08472231293 1.69990687823 5.23487231438 0.172190344649 3.34814278273 2.29871285233
31 2818.0 3778.02 3.5805053285 -30.3762912285 0.120336 0.0111763 4.14427 6.14441 0.00230510769002 4.4583085921e-10 0.0 0.00178490375694 0.005807219092 0.00208456022685 0.0450392091256 5.88753750613e-11 -0.00328103867092 0.00257215168008 0.00338446543365 -0.00685614388415 -0.0681196793589 0.00185290246133 0.0793191084656 0.00146678171814
32 2763.15 3766.21 3.58156489317 -30.3764880674 113.07 0.775868 7.68179 14.8576 0.00314403385651 0.0487119125517 0.012793852884 0.00447094586422 0.00581135771802 0.00245143259586 0.0995170924132 0.0948226399703 5.27928524941 12.0901994408 0.083588206511 12.4968573075 46.6246867858 0.896296447742 33.7100062415 6.68222430469
33 2729.96 3762.41 3.58220609496 -30.3765514017 0.563698 0.172817 7.25606 9.61893 0.00232529227856 0.00672978468678 0.00159041622602 0.00180349965378 0.00582129380362 0.00210246818375 0.0682053474239 0.0203736489333 0.00733190522117 0.026801623224 0.00849319316224 0.0235004556253 0.186589178342 0.00204006026791 0.126296635807 0.0163387535677
34 2725.12 3763.26 3.58229973091 -30.3765372266 0.191919 0.0141109 4.71504 6.27106 0.00235174229329 0.0023193870857 2.46357101386e-12 0.00180871356982 0.00583751056398 0.00212690921494 0.0119611677685 0.00217545418199 0.00168474244518 0.00544312429954 0.00854753633954 0.00925195777142 0.093478578001 -0.000557809798537 0.103280548043 0.00518735698054
35 2803.72 3763.95 3.58078120692 -30.3765257524 0.219453 0.0281674 7.47594 10.3386 0.00233343949291 0.00369167001682 0.00601670671426 0.00178878156035 0.0058349383006 0.00211028907236 0.00544458709606 0.00360356263745 -0.000906692297559 0.0292921532276 0.0522815047873 -0.00110510371031 0.0407606782707 -0.00255486434432 0.0300816622902 0.0194742800699
36 2690.0 3760.0 3.58297811878 -30.3765915422 0.0702777 0.00862239 3.34108 4.85003 0.00235064571415 0.0 0.0 0.0018175901635 0.00581403429214 0.00212564378203 0.0155697553503 0.0 0.00231248283037 0.00345220004117 0.00569997869134 0.000527468664481 -0.0587972969693 -0.000730244018588 0.0665839640278 0.00356623040024
37 2813.74 3763.73 3.58058758462 -30.376529403 0.0315715 0.00942994 3.05192 4.76465 0.00233518934168 0.00314108483083 0.00384474451217 0.00180480688826 0.00583286729609 0.00210980874505 0.00385056930176 0.00297218525728 -0.00242378471452 0.0196720808728 0.0282566022826 -0.00735245377712 -0.0190832170003 -0.00568664193046 0.0148441828873 0.0238142279657
38 2808.98 3762.0 3.5806795145 -30.3765582102 0.0269581 0.00673935 3.20604 4.35118 0.00231598849633 0.00295442099979 0.00342401946288 0.00179073067152 0.00581207380173 0.00209395093721 0.00346089973759 0.00267475092565 -0.00462315780761 0.0174509931576 0.026348228877 -0.00533392118046 -0.0348135850859 -0.00457143853951 0.0053014900541 0.0170703111324
39 3194.45 3761.88 3.57323283705 -30.3765598941 0.0351379 0.00368188 5.0793 7.14552 0.00239332195651 0.00188838570118 0.00192481385027 0.00182589167929 0.00583343678013 0.00216431207735 0.00188695828021 0.0015414294518 -0.00135318548799 0.00728704520311 0.00477207913926 -0.00471501139729 0.00883912958561 -0.00472069032414 0.0176126912998 0.00528329753774
40 2828.94 3761.59 3.58029391273 -30.3765651167 0.0836064 0.0101639 6.16191 7.75129 0.00234003682101 0.00262578456468 0.00271266797059 0.00179103140993 0.00581753915633 0.00211614680809 0.00271224883432 0.00218081061644 -0.00241654822825 0.011397223698 0.0257783555463 0.00299661118592 0.0252710070454 0.00130252678622 0.0179336407946 0.0224294298641
41 3338.17 3732.38 3.57045625592 -30.3770514447 28.8025 0.478528 15.0 39.4887 0.00358461653604 0.0 0.0 0.00317223872597 0.00582124982354 0.00317931843535 0.108798225498 0.0 0.374503040969 0.0226373461179 0.0340810882889 0.764400646135 4.57142343512 0.0734747217118 2.06343808334 0.00922767995021
42 3332.88 3746.49 3.57055850523 -30.3768161546 26.6671 0.355969 15.3156 26.1229 0.00347282939043 0.0 0.0 0.00278466226773 0.00584220908853 0.00313166190776 0.0403283726116 0.0 0.0725932254853 0.0356115269495 0.0126865387679 0.162474449153 1.62658538025 0.0115614620531 2.43656330505 0.0594881260683
43 3331.01 3735.3 3.57059455282 -30.3770027171 8.48269 0.219985 7.02615 9.45887 0.00409991976916 0.0 0.0 0.00466176507146 0.00581224972151 0.00347114725093 0.146663881515 0.0 2.2146275693 0.016895274114 0.0382779456688 4.47796542368 13.9180542348 0.477787192279 2.02432088947 -0.0314495926378
44 2642.97 3751.87 3.58388671062 -30.3767270942 0.455807 0.0370769 9.38625 13.5086 0.00234319247635 8.70296909625e-11 0.0 0.00179258279391 0.00581399933434 0.00211974984693 0.0146567617684 4.97215168344e-11 -0.000604882159105 0.00154117427879 0.00330102690365 0.00183821914818 -0.0359232101799 -0.000919496158709 0.0821631444773 0.00269664816094
45 2826.0 3753.53 3.58035084136 -30.3766993711 0.00532007 0.00389138 0.850079 1.15599 0.00234087148512 0.00259518031673 0.00245573311559 0.00179521272289 0.00581981145365 0.00211592474429 0.00236032271154 0.00195011438009 0.00338819157107 0.0210935344995 0.0233246330769 0.00764465163786 0.0245884910272 -0.00832799043358 0.0140574111712 0.0171990006629
46 2898.73 3748.98 3.57894564449 -30.3767751355 0.056654 0.00508387 4.44646 8.35565 0.00232675843078 0.00257772025578 0.00243490820448 0.00180272593077 0.00581400891962 0.00211470368526 0.00235941054091 0.00194640607984 0.0222560537422 0.0274538463036 0.0427953848257 0.026428255514 0.0518907473237 0.0354229570576 0.0366612349506 0.0247114110684
47 2893.9 3745.38 3.57903907899 -30.3768351825 0.0694156 0.00425369 4.00392 8.14612 0.00231831287973 0.00262360727291 0.0024648185774 0.00179727399098 0.00581500241531 0.00210264567911 0.00236376301524 0.00195501689634 0.0323164559245 0.0380296410467 0.0527517072079 0.0295839221849 0.0102333420912 0.028643757784 0.0492287760354 0.0300393282992
48 2815.45 3751.0 3.58055463055 -30.3767415733 0.0116329 0.00441975 1.69497 2.78899 0.00234067402241 0.00259058333362 0.00246286882119 0.00180050029209 0.00582388185435 0.00211606409379 0.00238155787259 0.00196790837447 0.00563497853882 0.0111859257214 0.0124468051589 0.0139780721408 0.00764555024349 -8.52912799314e-05 0.0124029544217 0.0109775316061
49 3243.86 3685.86 3.57227819701 -30.3778268319 0.0958998 0.00633839 8.83699 12.2889 0.00252148387335 0.00182817514044 0.00175091288895 0.00189450858759 0.0058313776165 0.0022809609683 0.00169070240944 0.00139214333856 0.00247337446347 0.017410621065 0.019698021481 0.00637639020438 0.0396712432461 -0.000764969731591 0.020617000991 0.0153408446242
50 3272.2 3744.25 3.57173070206 -30.3768536494 0.337531 0.0109554 14.2082 18.2568 0.00307419880783 0.00243146594159 0.00234191296381 0.00243087088854 0.00583321462514 0.00277782045943 0.00220802381988 0.00183036144245 0.0159984353019 0.0453272664811 0.0410427998999 0.0258378836467 0.0778405362094 -0.00243802264948 0.0477985342659 0.0411880949342
51 3263.48 3711.61 3.57189916598 -30.3773976022 10.177 0.0119297 6.88579 17.4604 0.00262603488167 0.00239733313566 0.00225859054667 0.00260658491567 0.0058178487077 0.00229442142092 0.00204809817759 0.00170911381319 0.991314784165 3.09401081575 3.45430587596 1.96736462002 5.39739294959 0.213179697552 3.71569981189 2.57107543697
52 2721.65 3745.02 3.58236677271 -30.3768412277 0.0304799 0.00567422 3.4461 4.69182 0.00233919055217 0.00263015471558 0.00268782276419 0.00179535711228 0.0058151913038 0.00211584319784 0.00267749376325 0.00216458971074 0.00291509251056 0.0174401271742 0.026126128179 0.000718065608104 -0.0444560477864 -0.000238670708111 0.00811969545451 0.0206074413624
53 2817.6 3741.74 3.58051303734 -30.3768958643 0.0253742 0.00554151 2.20368 3.89824 0.00236081201257 0.00260637447705 0.00248534251395 0.00180695668608 0.00581776638604 0.00213492667205 0.00238484692164 0.00198047601921 0.0194877343581 0.0226618766909 0.0224275884482 0.0233195636911 0.108346198118 0.00562313472396 0.0244523701991 0.0294941751833
54 2639.54 3728.68 3.58395300093 -30.3771135618 1.12298 0.100646 15.9512 27.6756 0.00236151205896 0.00266712152105 0.00252584020013 0.00183625037918 0.00583469302792 0.00216143770351 0.00242604839375 0.00199356269386 0.117016363483 0.202310034538 0.209434936405 0.123159281689 0.23101821753 0.113602876631 0.210442227128 0.189393382545
55 2645.18 3740.0 3.58384407166 -30.376924834 0.352455 0.025398 8.01502 11.2623 0.00232967377418 0.00340380723975 0.0048494515127 0.00178368359358 0.00581610586108 0.00210925757537 0.00486193524483 0.00342262498458 0.0226182520093 0.0508208770585 0.0541906593295 0.0242478471378 0.144764398789 0.0140208435704 0.0577782541236 0.0474739536291
56 2653.19 3733.21 3.58368929714 -30.3770380773 1.03221 0.050825 14.8228 24.0062 0.00234213517532 0.00259648055038 0.00256405460336 0.00182451647937 0.00581643119973 0.0021219774911 0.00251435181533 0.00203253450965 0.064474733233 0.116248251121 0.176607650481 0.0861151979372 0.324254378928 0.0377827819276 0.219143717931 0.088365972767
57 2722.57 3737.73 3.58234899085 -30.3769627043 0.0122632 0.00417484 2.05924 3.34731 0.00236482964809 0.00261101319445 0.002489080332 0.00178523920712 0.00581412225261 0.00214120595903 0.00239080508664 0.00196373693716 -0.00202480554654 0.00921579059667 0.00994662287329 -0.00345772861354 -0.00185523481543 0.00553364377028 0.00258578163923 0.000842138529895
58 2701.15 3736.57 3.58276264127 -30.3769820454 0.00660149 0.00475366 1.45099 2.11652 0.00233490921605 0.00260151844187 0.00250907934118 0.00179383635643 0.00581740157813 0.00211251710615 0.0023929879371 0.00197196525442 -0.00581313988348 0.00610097501547 0.00829930464595 -0.00404272826936 0.0495803338184 -0.00139071034289 0.00526275059803 5.58484576409e-05
59 2995.38 3734.07 3.57707851021 -30.37702369 0.0806781 0.00763614 5.86431 9.91067 0.0023458212665 0.00199555386923 0.0020573275408 0.00181834988527 0.00581623272634 0.00212025236108 0.00201227250649 0.00161916295397 0.00326992835959 0.0336669923422 0.0258436632119 0.0340025387765 0.10225771894 -0.00190173412385 0.0311511184121 0.0374696141925
60 2997.29 3727.0 3.57704168776 -30.3771414597 0.0530108 0.00436945 5.58429 7.30702 0.00234675198392 0.00179757370432 0.001749991998 0.00180833655295 0.00581782333423 0.00212275870434 0.00170211404172 0.00139875067465 -0.000667587587573 0.00216802193497 0.0128157913468 0.00618439019874 -0.0248669346839 -0.00041951953244 0.00877959914755 0.00582223239522
61 3290.21 3730.85 3.5713828256 -30.3770770324 1.0185 0.0186941 18.9572 24.6073 0.0023993410008 0.00374689522746 0.00315452014507 0.00186501172798 0.00583533806737 0.00217115051387 0.00295289814042 0.00243296370811 0.00147977817916 0.0266205666504 0.0439053745386 0.0145068426254 0.0395897216864 0.00190575983765 0.0365674949436 0.0221739017631
62 2988.97 3726.82 3.57720242267 -30.3771444666 0.0732536 0.00647723 7.64613 9.95189 0.00232510570661 0.0018086569349 0.00178952147678 0.00180598490169 0.00582194955581 0.00210360789073 0.00173938134636 0.0014175472095 0.000498201056393 0.0158114416458 0.0161355225712 0.00996363199902 -0.025787140825 0.00597705920988 0.0209655734582 0.0084601127105
63 2717.18 3724.01 3.58245302344 -30.3771913971 0.218639 0.0107512 5.09802 11.3567 0.00234086595057 0.00267260507739 0.00257647409274 0.0017896233944 0.00581464437351 0.00211769775163 0.00247565596343 0.0020563469448 -0.000374346270961 0.0569852469702 0.0768089637939 0.0218435710317 0.413274555842 0.005625314186 0.112545157992 0.0426719708532
64 2728.32 3726.96 3.58223776647 -30.377142192 0.477961 0.0103284 12.8017 16.7543 0.00233656033335 0.00273520786849 0.00262566554624 0.00179788334343 0.00581930286497 0.00211170669972 0.00244969363903 0.0020436417028 0.00253411440167 0.0112836748722 0.0179755987115 0.00569399499741 0.0340529595977 -0.00288173632913 0.014271713138 0.0117483756926
65 2998.63 3719.96 3.57701570676 -30.377258748 0.123948 0.00780081 9.09191 12.6219 0.00238046205883 0.00184173255539 0.00173119955721 0.00182522792563 0.00581774495993 0.00215611615185 0.00167863257362 0.00138551861621 0.00323543505707 0.0177552555031 0.0186325110313 0.0147416913978 -0.0574185576283 0.00990598095114 0.0218686931189 0.012643836209
66 2998.68 3714.99 3.57701483175 -30.3773416335 0.0324134 0.0033748 4.27107 5.84933 0.00236528688344 0.00185471326601 0.00174136351324 0.0018331964705 0.00582154189543 0.00213852834842 0.00168959944697 0.00139523447731 0.00985763907631 0.00422494808651 0.00742508228583 0.0206526469904 -0.0351254970758 0.00331317686512 0.0134773415008 0.00604866339524
67 2615.61 3720.95 3.58441521226 -30.3772423355 0.0870563 0.00443731 2.47628 5.97649 0.00234315498324 0.00270276560597 0.00254786314176 0.00180286098581 0.00581204673738 0.00211658976793 0.00242820676181 0.00204244364659 0.0569747183026 0.0723115871391 0.0752348629156 0.0764616486676 0.221660249603 0.014517200273 0.0914132226501 0.0694742816765
68 2889.68 3720.26 3.57912058146 -30.3772537749 0.0841463 0.00650167 8.77479 3.84842 0.00235830998398 0.00205746837807 0.00214065493641 0.00181490539575 0.00582911603211 0.00213227961686 0.00205582904808 0.0016775112397 0.00709709639528 0.0312125424474 0.0286203449474 0.0277337715249 0.0996687764503 0.00286051236836 0.0314362581191 0.0284481095566
69 2895.23 3714.78 3.57901323239 -30.3773452519 0.0582903 0.00438121 7.34277 -0.732763 0.00234205501198 0.00181131611013 0.00179322869985 0.00179780735672 0.0058213338365 0.0021186039119 0.00175910339877 0.00143902603777 0.00391312333242 0.0170888473716 0.0242471593555 0.0133962283397 0.0157218702459 0.00375643273495 0.0231324711901 0.0244036478691
70 2393.81 3694.19 3.58870017167 -30.3776881773 0.0924318 0.00623722 6.05404 7.73341 0.00235333734985 0.00260249648135 0.00253559360665 0.00179447779535 0.00581557133534 0.00212844614564 0.00246856177145 0.00202269363768 0.00386392944646 0.0247470477359 0.0308296089532 0.00353361529122 0.0354466396249 0.000669747255704 0.0219329449421 0.0208731123436
71 2405.99 3703.99 3.58846478881 -30.3775249387 0.535181 0.252707 10.2729 14.3527 0.0023646968161 0.00328545550718 0.00482292160462 0.00179324013022 0.00581051476886 0.00213723683627 0.00404079385065 0.00316062632684 0.00804561427565 0.0409725648745 0.0448170182469 0.00958160915394 0.0721831952463 -0.00177635680824 0.0472205723359 0.036749740338
72 2395.36 3713.67 3.58867022632 -30.3773634961 1.33652 0.397862 9.39875 15.4521 0.00243812940453 0.00364315556821 3.41672334956e-10 0.00200424701453 0.00582103330678 0.00224657902965 0.0167367778046 0.00327937261814 0.39983026898 0.0170725802381 -0.00251939074495 0.488153276675 1.2852361564 0.233601457606 0.215225316419 0.0184447221849
73 2386.69 3712.79 3.5888378159 -30.3773781922 0.427699 0.0303558 6.18741 8.23941 0.0023776857966 0.00318387793318 2.25981434086e-11 0.00187783613235 0.00581960959685 0.00216076100293 0.0158224582475 0.00508770144642 0.0947217719748 0.00926722053986 -0.00227660924734 0.137897005508 0.611178946695 0.0488372231338 0.130320108594 0.00773907949499
74 2727.22 3721.1 3.58225901472 -30.3772398523 0.0221877 0.00409846 3.21336 4.30919 0.00235347803762 0.00259885353593 0.00251967021219 0.00179074977762 0.00581214766555 0.00212912946377 0.00241228717979 0.00199656508763 0.00180914758735 0.0119595230252 0.00886562737077 0.00747313076909 0.0309686615187 0.0040956652357 0.0114669574731 0.0143513308511
75 2724.22 3714.6 3.58231705395 -30.3773481578 0.139441 0.00988716 8.96673 11.4503 0.00233051040218 0.00254730975663 0.00243752857238 0.00179771882706 0.00581158889467 0.00210634038483 0.00233892883861 0.00192677916153 0.00234667686501 0.0241171147979 0.012416194468 0.0119531663131 0.0676474933865 -0.00375594824052 0.0175082872672 0.0110909923875
76 2992.57 3714.84 3.57713287088 -30.3773440956 0.0113657 0.00266899 2.43346 4.10284 0.00237193188103 0.00185354558605 0.00174293918496 0.0018165187652 0.00582131015515 0.00214463091867 0.00167911883968 0.00139540620733 0.003496568729 0.00868649361434 0.00567263718932 0.00322153670514 -0.00653507064849 -5.71429111576e-06 0.00732709808809 0.0023654015652
77 2354.83 3705.64 3.58945321738 -30.3774973445 1.66002 0.603928 8.22247 14.5407 0.00242114385558 0.0116580084671 0.00577281092263 0.00191684198178 0.00581336557199 0.00220201932868 0.0230177299373 0.0359237794125 0.252761023884 0.130324101245 0.0438618294038 0.322447685841 0.54478296237 0.12406302038 0.354853821027 0.134664270184
