# id X_IMAGE Y_IMAGE X_WORLD Y_WORLD FLUX_AUTO_160 FLUXERR_AUTO_160 FLUX_RADIUS_1 FLUX_RADIUS_2 EA_ERR_105 EA_ERR_125 EA_ERR_140 EA_ERR_160 EA_ERR_435 EA_ERR_606 EA_ERR_814 EA_ERR_K FLUXERR_APER_606 FLUXERR_APER_125 FLUXERR_APER_140 FLUXERR_APER_814 FLUXERR_APER_K FLUXERR_APER_435 FLUXERR_APER_160 FLUXERR_APER_105 FLUX_APER_606 FLUX_APER_125 FLUX_APER_140 FLUX_APER_814 FLUX_APER_K FLUX_APER_435 FLUX_APER_160 FLUX_APER_105
1610 2096.88 2649.04 3.59443857006 -30.395107007 0.0248243 0.00419331 3.47604 6.20399 0.00337 0.00319 0.00217 0.004 0.00363 0.00358 0.00271 0.01755 0.00266 0.00175 0.00168 0.00184 0.00583 0.0024 0.00161 0.00133 0.01191 0.01069 0.01992 0.01495 0.0091 -0.00558 0.01971 0.01806
1611 2268.89 2649.36 3.59111490057 -30.3951019412 0.00817135 0.00182433 1.82412 5.89562 0.00328 0.00345 0.00211 0.004 0.00374 0.00343 0.00271 0.01754 0.00271 0.00176 0.00169 0.00184 0.00585 0.00245 0.00161 0.00133 0.01191 0.00687 0.00514 0.00986 -0.00346 0.00335 0.01028 0.00559
1612 1950.9 2647.92 3.59725929316 -30.3951252085 0.198347 0.00600553 12.4386 16.4795 0.00304 0.00366 0.00195 0.00389 0.00365 0.00343 0.00268 0.01737 0.00267 0.00176 0.00169 0.00184 0.00584 0.00242 0.00162 0.00133 0.00149 0.00713 0.0114 0.0039 0.02642 0.00596 0.01417 0.00703
1613 1921.24 2621.44 3.59783236794 -30.3955665981 1.96379 0.0117064 30.316 37.9187 0.00322 0.00312 0.00207 0.0039 0.00369 0.00333 0.00269 0.01747 0.00265 0.00181 0.00168 0.00188 0.00583 0.00241 0.00161 0.00133 0.0414 0.06336 0.07255 0.04572 0.09494 0.04442 0.05932 0.05662
1614 1921.11 2598.25 3.59783507474 -30.3959530738 4.88693 0.0131198 27.7154 32.0477 0.00302 0.00344 0.00194 0.00408 0.00372 0.00355 0.00268 0.01735 0.00265 0.00175 0.00168 0.00184 0.00584 0.0024 0.0016 0.00133 -0.00258 0.0565 0.05463 0.00489 0.08462 0.00803 0.0516 0.0438
1615 1980.63 2603.9 3.59668491042 -30.3958589936 3.70413 0.0138027 40.634 58.2146 0.00507 0.00536 0.00326 0.00546 0.00366 0.0034 0.00262 0.01696 0.00262 0.00253 0.00245 0.00184 0.00583 0.00236 0.00226 0.00189 0.02908 0.07915 0.09036 0.05499 0.08729 0.00111 0.09452 0.07683
1616 1938.01 2640.11 3.59750830519 -30.3952553804 1.40064 0.0137193 21.3255 26.1537 0.00345 0.00359 0.00222 0.00435 0.00369 0.00323 0.00266 0.01724 0.00264 0.00184 0.00182 0.00185 0.00583 0.00239 0.00178 0.00146 0.03072 0.06813 0.06867 0.04982 0.07986 0.013 0.0752 0.05894
1617 1952.86 2623.26 3.5972213478 -30.3955362286 8.18219 0.025351 30.6447 41.2189 0.00318 0.00363 0.00204 0.00394 0.00371 0.00343 0.00266 0.01725 0.00264 0.00185 0.00177 0.00195 0.00584 0.00237 0.00166 0.00138 0.17221 0.49759 0.54788 0.34279 0.86946 0.0398 0.57545 0.44342
1618 1949.07 2592.77 3.5972946644 -30.3960445272 7.58334 0.0137267 7.971 31.2682 0.00319 0.0035 0.00205 0.004 0.00354 0.0035 0.00267 0.01729 0.00278 0.00212 0.00201 0.00231 0.00582 0.00246 0.00185 0.00152 0.62573 2.2945 2.57138 1.38477 3.9741 0.12802 2.81088 1.91377
1619 1977.8 2577.25 3.59673965032 -30.3963031486 0.427484 0.00623602 9.32653 14.8221 0.00305 0.00325 0.00196 0.00399 0.00372 0.00352 0.00265 0.01721 0.00265 0.00176 0.00168 0.00188 0.00583 0.0024 0.00161 0.00133 0.04393 0.07828 0.08858 0.04794 0.04885 0.02911 0.10028 0.06282
1620 1963.28 2564.86 3.59702018161 -30.3965096205 3.14065 0.0175851 24.4768 29.3208 0.00315 0.00335 0.00202 0.004 0.00359 0.00332 0.00263 0.01705 0.00265 0.00181 0.00171 0.00187 0.00585 0.00242 0.00164 0.00135 0.07472 0.19299 0.22352 0.09073 0.32521 0.07115 0.2459 0.13686
1621 3193.99 2645.02 3.57323974017 -30.3951742433 0.0665377 0.00270904 2.98339 5.74259 0.0034 0.00369 0.00218 0.00398 0.00344 0.00346 0.00255 0.01654 0.0025 0.0018 0.00169 0.00179 0.00582 0.00226 0.00161 0.00134 0.01929 0.06506 0.06759 0.04526 0.10427 0.01084 0.06402 0.05923
1622 2666.57 2647.49 3.5834308536 -30.3951334016 0.0196735 0.00407743 3.74725 6.63133 0.00312 0.00374 0.00201 0.00401 0.00347 0.00332 0.00264 0.01714 0.00259 0.00176 0.00168 0.0018 0.00584 0.00235 0.0016 0.00133 -0.00013 0.00061 -0.00315 0.00183 -0.03642 -0.00517 0.00897 -0.00234
1623 2311.87 2648.04 3.59028450037 -30.3951239594 0.0189755 0.00441138 3.46518 5.19405 0.0033 0.00349 0.00212 0.00394 0.0035 0.00335 0.0026 0.01683 0.00255 0.00178 0.00169 0.00178 0.00585 0.0023 0.00161 0.00134 0.00465 0.00307 0.00407 0.00074 0.01837 -0.0013 0.00662 0.00282
1624 1538.84 2631.67 3.60522138304 -30.3953948626 1.83246 0.00502071 3.29377 8.0549 0.00315 0.00358 0.00203 0.00402 0.00375 0.0034 0.00273 0.01768 0.00264 0.00186 0.00183 0.00187 0.00581 0.00239 0.00177 0.00139 0.01113 0.41084 0.86401 0.0489 3.57865 -0.00446 1.50685 0.17355
1625 3105.84 2642.2 3.57494305467 -30.3952213275 0.0590407 0.00316153 2.57194 4.88116 0.00341 0.00329 0.00219 0.00365 0.00345 0.00342 0.00259 0.01681 0.00255 0.00176 0.00167 0.0018 0.00582 0.00231 0.00159 0.00133 0.05575 0.05927 0.06436 0.06593 0.05134 0.04406 0.06249 0.05908
1626 3045.86 2644.23 3.5761020045 -30.3951875342 0.0277734 0.00194402 2.929 7.04886 0.00316 0.00348 0.00203 0.00404 0.00351 0.00338 0.00261 0.01694 0.00251 0.00176 0.00169 0.00181 0.00582 0.00227 0.00162 0.00133 0.00424 0.02685 0.03212 0.02545 0.01913 0.00232 0.0304 0.02552
1627 2320.04 2643.96 3.59012665238 -30.3951919393 0.0263386 0.00576521 3.98144 6.36632 0.00312 0.00338 0.00201 0.00401 0.00346 0.00341 0.00253 0.01639 0.00251 0.00176 0.00168 0.00176 0.00584 0.00227 0.00161 0.00133 -0.00032 -0.00245 0.0043 -0.0001 0.08411 -0.00013 0.00909 0.00351
1628 2945.28 2643.13 3.57804539972 -30.3952059081 0.02887 0.00210801 2.94547 5.7108 0.00324 0.00353 0.00208 0.00404 0.00349 0.00345 0.00256 0.01659 0.00254 0.00178 0.00171 0.00178 0.00583 0.0023 0.00164 0.00135 0.01555 0.01926 0.02304 0.01689 0.04052 0.01183 0.02894 0.01683
1629 3424.67 2643.99 3.56878240118 -30.3951910694 0.0379442 0.00412506 4.64448 5.96852 0.00453 0.00528 0.00291 0.00545 0.00341 0.00329 0.00258 0.01676 0.00244 0.00252 0.00248 0.0018 0.00582 0.00221 0.00231 0.00191 -0.00407 0.00502 0.01532 0.00092 -0.01739 -0.00121 0.01438 0.01028
1630 1830.8 2641.34 3.59957994105 -30.3952347023 0.0338526 0.0022511 2.83349 5.25715 0.00307 0.00359 0.00197 0.00417 0.00371 0.00352 0.00271 0.01759 0.00263 0.00181 0.00172 0.00185 0.00582 0.00238 0.00165 0.00136 0.01252 0.03533 0.03837 0.02808 0.04192 0.00615 0.03502 0.03232
1631 2312.86 2638.92 3.59026525132 -30.3952758892 0.00388575 0.00291987 1.29686 1.76155 0.00326 0.0033 0.00209 0.00398 0.00367 0.00341 0.0027 0.01748 0.00267 0.00176 0.00171 0.00183 0.00586 0.00242 0.00163 0.00134 -0.0026 -0.0009 0.00109 -0.00045 0.01754 0.00405 0.00209 0.00261
1632 2312.0 2635.28 3.5902820445 -30.395336628 0.00111001 0.00376436 0.631786 0.873752 0.00328 0.00337 0.00211 0.00408 0.00368 0.0034 0.00267 0.01732 0.00272 0.00174 0.00168 0.00183 0.00585 0.00246 0.00161 0.00133 0.00295 0.00116 -8e-05 0.00238 0.00244 0.00136 0.00216 0.00513
1633 1445.65 2636.08 3.60702203106 -30.3953211148 0.0261632 0.00348758 2.23568 4.01972 0.00338 0.0034 0.00217 0.00409 0.00363 0.00346 0.00264 0.01712 0.0026 0.00181 0.00173 0.00184 0.00583 0.00236 0.00165 0.00136 0.00932 0.01843 0.02102 0.01306 0.04297 0.00373 0.02832 0.01626
1634 3336.26 2630.01 3.5704906453 -30.3954242939 0.218327 0.00834128 10.2733 -19.6605 0.00318 0.00331 0.00204 0.0041 0.00345 0.00339 0.00256 0.01658 0.00244 0.00177 0.00167 0.00179 0.00581 0.00221 0.0016 0.00133 0.01762 0.05131 0.05525 0.03705 0.08461 0.00063 0.05352 0.04614
1635 3344.43 2622.82 3.57033276195 -30.3955440685 0.151929 0.00552794 5.18498 13.1968 0.00332 0.0035 0.00213 0.00389 0.00342 0.00352 0.00263 0.01707 0.00246 0.00178 0.00169 0.0018 0.00582 0.00222 0.00162 0.00135 0.03175 0.0768 0.07985 0.06286 0.11488 0.0064 0.08521 0.06994
1636 2924.47 2632.5 3.57844743659 -30.3953832032 0.0175199 0.00155335 1.83188 5.86766 0.00313 0.00338 0.00201 0.00389 0.00356 0.00339 0.00257 0.01665 0.00254 0.00178 0.00169 0.00177 0.00584 0.00229 0.00161 0.00134 0.00477 0.01819 0.01907 0.01232 0.0155 -0.00102 0.02289 0.01508
1637 1672.25 2632.71 3.60264345786 -30.3953781111 0.0211576 0.00198339 2.03183 7.65928 0.0031 0.00322 0.00199 0.00403 0.00361 0.00345 0.00268 0.01736 0.00266 0.0018 0.00171 0.00186 0.00584 0.0024 0.00163 0.00135 0.01037 0.03047 0.03149 0.02547 0.02136 0.00855 0.02688 0.03232
1638 2649.89 2624.83 3.58375311036 -30.3955110703 0.27244 0.00448508 4.62917 12.5993 0.00327 0.00346 0.0021 0.00384 0.00356 0.0034 0.00268 0.01737 0.00258 0.00178 0.00169 0.00182 0.00584 0.00234 0.00162 0.00134 0.04515 0.14458 0.15561 0.10645 0.25934 0.0187 0.16263 0.12883
1639 2636.81 2629.2 3.58400584699 -30.3954382306 0.0954501 0.00475438 8.96239 12.1093 0.00324 0.00342 0.00208 0.00385 0.00358 0.0035 0.0026 0.01686 0.00259 0.00174 0.00166 0.00179 0.00583 0.00235 0.00159 0.00131 -0.00258 0.00893 0.02046 0.00195 -0.00854 0.00628 0.01795 0.00333
1640 1889.13 2629.56 3.59845291136 -30.3954312193 0.0699311 0.00528444 6.12641 12.2824 0.00329 0.00322 0.00211 0.00403 0.00372 0.00327 0.00265 0.01718 0.00264 0.00176 0.00168 0.00184 0.00583 0.00239 0.0016 0.00133 0.00744 0.02121 0.02778 0.01512 0.03012 0.0085 0.03265 0.02252
1641 2286.02 2591.87 3.59078400653 -30.3960600348 0.267677 0.00861173 16.6012 22.9548 0.00323 0.00323 0.00207 0.0039 0.0037 0.00363 0.0027 0.01753 0.00273 0.00174 0.00166 0.00183 0.00584 0.00247 0.00159 0.00131 0.00122 -0.00054 0.00241 -0.0011 -0.00986 -0.00219 0.00576 0.00284
1642 2335.8 2583.54 3.58982206117 -30.3961989007 -0.676254 0.0097336 -386.936 -696.485 0.00331 0.00336 0.00213 0.00396 0.00376 0.00358 0.00274 0.01777 0.00276 0.00176 0.00167 0.00187 0.00584 0.0025 0.0016 0.00132 0.0173 0.01199 0.00754 0.0236 0.01772 0.01187 0.00803 0.01658
1643 2295.29 2503.06 3.59060489495 -30.3975402685 0.327889 0.00829375 12.2999 15.9521 0.00312 0.00339 0.002 0.00397 0.00384 0.00358 0.00265 0.01721 0.00274 0.00177 0.00167 0.00185 0.00586 0.00248 0.0016 0.00132 -0.0014 -0.00315 -0.00194 0.00493 -0.03774 -0.00481 -0.00201 -0.00178
1644 2274.29 2509.14 3.59101074205 -30.3974388531 0.250605 0.00647859 3.9878 11.1922 0.00314 0.00336 0.00201 0.0041 0.00376 0.00337 0.00262 0.017 0.00272 0.00179 0.0017 0.00187 0.00586 0.00247 0.00161 0.00134 0.06598 0.15613 0.1655 0.11825 0.14367 0.0609 0.16789 0.14256
1645 2284.92 2501.27 3.59080543153 -30.3975701065 0.0283633 0.0040576 4.30082 6.36049 0.00325 0.00336 0.00209 0.00403 0.00396 0.00332 0.00267 0.01731 0.00274 0.00176 0.00168 0.00184 0.00586 0.00248 0.00161 0.00133 0.00325 0.00437 0.00668 0.00586 0.02778 -0.00093 0.00396 0.00394
1646 2293.98 2608.49 3.5906301428 -30.395782989 0.179142 0.00711436 8.73721 10.828 0.00308 0.00332 0.00198 0.00394 0.00376 0.00336 0.00261 0.01693 0.00271 0.00174 0.00167 0.00182 0.00584 0.00245 0.00159 0.00131 -0.00265 0.01226 0.00857 0.00309 0.04578 -0.00517 0.00543 0.00782
1647 2321.72 2552.57 3.59009420377 -30.3967150673 -0.0518809 0.0103426 -47.0755 -84.7358 0.00314 0.00336 0.00202 0.00406 0.00379 0.0035 0.00268 0.01739 0.00272 0.00176 0.00169 0.00184 0.00584 0.00247 0.00162 0.00134 0.00043 -0.00327 -0.00267 0.00363 -0.0032 0.00456 -0.00359 0.00255
1648 2321.92 2541.83 3.59009031131 -30.3968940436 -2.68849 0.0283103 -1253.4 -2256.11 0.00333 0.00331 0.00214 0.00391 0.0039 0.00346 0.00266 0.01724 0.00275 0.00176 0.00167 0.00185 0.00585 0.00249 0.0016 0.00132 0.00243 0.00577 0.00255 0.00935 -0.02124 -0.00534 0.00796 0.00557
1649 2286.82 2520.47 3.59076857966 -30.3972501326 0.0708741 0.00482352 6.06128 8.02066 0.00311 0.00347 0.002 0.00397 0.0037 0.00355 0.00268 0.01735 0.00275 0.00175 0.00167 0.00185 0.00584 0.00249 0.00159 0.00132 -0.00369 0.00131 0.0046 -0.00186 -0.06505 -0.00276 0.00241 0.00547
1650 2291.02 2621.45 3.59068731438 -30.3955671175 0.699172 0.0117106 6.54408 19.1387 0.00308 0.00334 0.00198 0.0043 0.0037 0.00349 0.00266 0.01724 0.00271 0.00182 0.00172 0.00191 0.00585 0.00245 0.00163 0.00137 0.01666 0.33223 0.314 0.21546 0.26081 0.00073 0.2914 0.35888
1651 2314.26 2625.11 3.59023833807 -30.3955061215 0.0475004 0.00619527 4.92409 6.65323 0.0033 0.00335 0.00212 0.00388 0.00371 0.00341 0.00261 0.01691 0.00274 0.00174 0.00165 0.00184 0.00586 0.00248 0.00158 0.00131 0.00108 0.00836 0.00929 0.00438 0.05492 0.00351 0.00631 0.00269
1652 2291.96 2521.04 3.59066939194 -30.3972404946 0.107867 0.00561269 7.06839 9.19324 0.00317 0.00326 0.00204 0.00391 0.00383 0.00364 0.00277 0.01797 0.00277 0.00176 0.00167 0.00187 0.00585 0.0025 0.0016 0.00132 -0.00292 -0.00072 0.00121 0.00239 -0.00053 -0.00704 0.00038 0.0029
1653 2319.85 2619.17 3.59013027625 -30.3956051254 0.165455 0.0125808 8.68275 12.3927 0.00334 0.00337 0.00214 0.00383 0.00384 0.00355 0.00272 0.01761 0.00274 0.00175 0.00166 0.00185 0.00584 0.00248 0.00158 0.00131 0.00621 0.00764 0.01509 0.01232 0.01798 -0.00088 0.01606 0.01011
1654 2304.56 2610.81 3.59042573256 -30.3957444362 0.5279 0.013215 13.9204 17.4112 0.00328 0.00343 0.00211 0.00383 0.00384 0.00329 0.00265 0.01721 0.00272 0.00174 0.00166 0.00183 0.00585 0.00246 0.00159 0.00132 0.00297 0.00998 0.01279 0.00173 -0.00052 0.00328 0.01273 0.00821
1655 2319.79 2566.06 3.59013156973 -30.3964903527 -0.199858 0.00816008 -129.549 -233.189 0.00309 0.00333 0.00198 0.00388 0.00395 0.00352 0.00274 0.01774 0.00278 0.00176 0.00167 0.00186 0.00585 0.00251 0.00159 0.00132 0.00332 -0.00033 -0.00147 0.00532 0.03814 0.00472 -0.00202 0.00226
1656 2308.17 2558.58 3.59035611614 -30.396614988 0.0309361 0.008417 3.59838 4.89731 0.00347 0.00349 0.00223 0.00394 0.00392 0.00338 0.00266 0.01723 0.00275 0.00179 0.00172 0.00183 0.00585 0.00249 0.00165 0.00136 -0.00277 0.0005 0.0065 0.00751 0.02098 -0.0017 0.00744 0.00213
1657 2292.66 2511.94 3.59065579906 -30.397392222 1.70842 0.0214064 24.7696 31.4927 0.00326 0.0033 0.0021 0.00389 0.00394 0.00353 0.00273 0.01773 0.00278 0.00176 0.00168 0.00186 0.00586 0.00251 0.0016 0.00133 0.00476 0.01594 0.02226 0.0125 0.01948 0.00197 0.0223 0.01864
1658 2313.4 2615.99 3.59025501776 -30.3956581332 0.223634 0.00942367 9.68631 13.3467 0.00317 0.00331 0.00204 0.00393 0.00374 0.00339 0.00269 0.01745 0.00271 0.00175 0.00167 0.00184 0.00584 0.00245 0.00159 0.00132 0.00206 0.00888 0.00601 0.01031 -0.02102 -0.00288 0.01163 0.00755
1659 2298.78 2519.07 3.59053747127 -30.3972734275 0.123111 0.0107039 7.37472 9.81379 0.00325 0.00341 0.00209 0.00396 0.00391 0.00369 0.00279 0.01811 0.00278 0.00174 0.00166 0.00188 0.00584 0.00252 0.00159 0.00131 0.00408 0.0031 0.00895 0.00286 0.01731 -0.00458 0.0071 0.00742
1660 2315.16 2607.58 3.59022083841 -30.3957983293 0.106693 0.0072937 6.50632 8.79836 0.00339 0.0034 0.00218 0.00384 0.00408 0.00349 0.00283 0.01836 0.00273 0.00176 0.0017 0.00185 0.00585 0.00247 0.00161 0.00132 -0.00547 0.00626 0.0011 0.00492 0.01897 0.00307 0.00744 0.00706
1661 2293.33 2598.68 3.59064266762 -30.3959466303 0.387702 0.00985549 14.6901 19.5562 0.00321 0.00331 0.00206 0.00398 0.00387 0.0035 0.00269 0.01746 0.00274 0.00173 0.00166 0.00186 0.00585 0.00248 0.00158 0.00131 -0.00197 0.00222 0.00835 -0.00064 0.01994 0.00396 0.0133 0.00973
1662 2289.56 2540.13 3.59071559805 -30.3969223607 2.14299 0.0232232 30.0226 42.9641 0.00316 0.0033 0.00203 0.00391 0.00379 0.00366 0.00274 0.01774 0.00275 0.00177 0.00168 0.0019 0.00584 0.00249 0.00161 0.00133 0.05661 0.17968 0.19819 0.13711 0.32438 0.01763 0.20792 0.16545
1663 2306.09 2531.06 3.59039634015 -30.3970735086 0.227812 0.00984993 9.5511 12.74 0.00318 0.00325 0.00204 0.00402 0.0038 0.00366 0.00267 0.01729 0.00277 0.00176 0.00168 0.00185 0.00586 0.0025 0.00161 0.00132 0.00792 0.0094 0.00272 0.00241 -0.02606 0.00383 0.00841 0.00534
1664 2311.85 2525.72 3.59028501484 -30.3971625987 0.113498 0.00780027 6.88445 9.07465 0.0033 0.00356 0.00212 0.00407 0.00384 0.00345 0.00271 0.0176 0.00274 0.00177 0.00168 0.00184 0.00586 0.00247 0.00161 0.00133 0.00529 0.01165 0.00378 0.00113 0.00997 -0.00635 0.00679 0.00365
1665 2316.79 2525.18 3.59018944915 -30.3971716383 0.0506482 0.00683705 4.48587 6.23546 0.0033 0.00341 0.00212 0.00381 0.00377 0.00351 0.00269 0.01747 0.00273 0.00175 0.00167 0.00183 0.00584 0.00247 0.0016 0.00132 -0.00024 0.00801 0.00905 -0.00082 0.00667 -0.007 0.00479 0.00336
1666 2328.08 2600.46 3.58997135426 -30.3959169648 -0.272479 0.0150938 -84.1674 -151.501 0.00323 0.00345 0.00207 0.00384 0.00371 0.00355 0.00267 0.01733 0.00272 0.00175 0.00167 0.00184 0.00586 0.00246 0.0016 0.00132 0.01258 0.02431 0.02875 0.01682 0.10607 -0.003 0.03545 0.02477
1667 2322.18 2590.9 3.59008526089 -30.396076215 0.0311002 0.00539302 3.29696 4.63658 0.00324 0.0033 0.00208 0.00397 0.00385 0.00352 0.00266 0.01726 0.00273 0.00174 0.00166 0.00183 0.00584 0.00247 0.00159 0.00131 -0.00028 0.0031 0.00285 0.00985 0.02393 0.00259 0.00314 0.00042
1668 2308.28 2573.9 3.59035389301 -30.3963595215 0.461542 0.0216047 10.1371 16.0147 0.00318 0.00332 0.00204 0.00402 0.00395 0.00359 0.00264 0.0171 0.00279 0.00177 0.00168 0.00186 0.00587 0.00253 0.00161 0.00133 0.02218 0.0737 0.07655 0.04864 0.1028 0.02756 0.08725 0.06322
1669 2310.64 2597.44 3.59030829296 -30.3959673388 0.634995 0.0153667 15.7112 20.9361 0.00331 0.0034 0.00212 0.00395 0.00391 0.00336 0.00264 0.01713 0.00271 0.00176 0.00168 0.00183 0.00584 0.00245 0.00161 0.00133 0.00513 0.01636 0.01881 0.00434 -0.02602 -0.00144 0.02139 0.01441
1670 2302.55 2597.83 3.59046456798 -30.3959608078 0.101995 0.00839538 6.2182 8.58029 0.00311 0.00358 0.002 0.00392 0.00394 0.00338 0.00266 0.01727 0.00271 0.00175 0.00167 0.00183 0.00585 0.00245 0.00159 0.00132 0.00157 0.00383 0.00848 0.0015 0.02377 -0.00458 0.01092 0.00996
1671 2307.91 2518.36 3.59036114814 -30.3972851796 0.0808359 0.00649274 5.68876 7.72097 0.00311 0.00348 0.00199 0.00395 0.00378 0.00376 0.00269 0.01742 0.0028 0.00174 0.00168 0.00187 0.00586 0.00254 0.00159 0.00132 -0.00673 0.00151 0.00708 -0.00141 -0.0444 -0.0052 0.00526 0.00464
1672 2296.82 2492.28 3.59057545185 -30.3977199833 0.316466 0.00782949 11.5754 15.7289 0.00332 0.00343 0.00214 0.00394 0.00382 0.00343 0.00269 0.01746 0.00274 0.00177 0.00169 0.00184 0.00584 0.00248 0.00162 0.00134 0.01453 0.01639 0.01539 0.02228 -0.03576 0.0103 0.0197 0.01716
1673 2301.34 2473.18 3.59048818983 -30.3980382712 1.02309 0.0132669 24.5397 34.5951 0.00328 0.00363 0.00211 0.00389 0.00379 0.00345 0.00271 0.01757 0.00272 0.00178 0.00171 0.00186 0.00585 0.00246 0.00164 0.00135 0.01145 0.04857 0.04883 0.03329 0.07372 -0.00444 0.05239 0.04418
1674 2305.75 2467.27 3.59040285521 -30.3981367848 0.0936352 0.00508806 6.80735 9.28861 0.00331 0.0033 0.00212 0.00392 0.00382 0.00339 0.00267 0.01733 0.00271 0.00175 0.00167 0.00183 0.00586 0.00245 0.0016 0.00133 -1e-05 0.01937 0.02255 0.01232 0.02876 -0.00205 0.02183 0.0139
1675 2313.75 2513.6 3.59024823815 -30.3973646651 1.5604 0.0158796 19.2464 22.6009 0.00318 0.00327 0.00204 0.00389 0.00377 0.00354 0.00283 0.01836 0.00282 0.00174 0.00166 0.00188 0.00585 0.00255 0.00159 0.00132 0.00022 0.01943 0.0187 0.01039 0.04873 -0.00035 0.02215 0.00989
1676 2356.62 2512.09 3.58941991832 -30.3973897821 0.130321 0.0026984 10.4639 9.20159 0.00326 0.00344 0.00209 0.0039 0.00364 0.00347 0.00269 0.01747 0.00275 0.00176 0.00167 0.00187 0.00585 0.00249 0.00161 0.00134 0.03171 0.07492 0.0775 0.0633 0.10904 0.00695 0.08514 0.07243
1677 2330.15 2498.3 3.58993146553 -30.3976196487 2.10513 0.0101815 7.7494 17.6476 0.00333 0.00366 0.00214 0.00391 0.00387 0.00361 0.0027 0.01749 0.0029 0.00186 0.00176 0.00211 0.00588 0.00264 0.00167 0.0014 0.35753 0.61585 0.66393 0.57268 0.90876 0.17056 0.68883 0.60531
1678 2316.71 2487.57 3.59019107186 -30.3977984941 0.262941 0.00382349 5.96565 8.13319 0.00323 0.00339 0.00208 0.00415 0.00374 0.00347 0.00269 0.01743 0.00274 0.0018 0.00169 0.00188 0.00585 0.00249 0.00161 0.00134 0.06054 0.06729 0.07191 0.10714 0.13462 0.04263 0.07434 0.08405
1679 2611.87 2628.8 3.58448772482 -30.3954448759 0.0171838 0.00225218 3.95422 13.7155 0.00305 0.00343 0.00196 0.00405 0.00359 0.0036 0.0026 0.01684 0.00265 0.00176 0.00166 0.00179 0.00584 0.00239 0.00159 0.00132 0.00845 0.01258 0.0094 0.00373 0.02951 -0.00506 0.01559 0.01028
1680 3318.9 2628.62 3.57082610509 -30.3954474585 0.014461 0.00250876 3.13373 5.43015 0.00343 0.00344 0.0022 0.00397 0.00335 0.00342 0.00259 0.01678 0.00242 0.00182 0.00172 0.00177 0.00581 0.00219 0.00164 0.00135 0.01015 0.00957 0.0068 0.0038 -0.00162 -0.00454 0.01124 0.00994
1681 3217.64 2627.86 3.57278284566 -30.3954603021 0.0160221 0.00270833 2.78976 5.68806 0.00323 0.0036 0.00207 0.00388 0.00358 0.00338 0.00259 0.01682 0.00249 0.00177 0.00168 0.00178 0.00581 0.00226 0.0016 0.00134 0.00757 0.01372 0.01479 0.00363 0.00587 0.00786 0.01495 0.01192
1682 2687.51 2626.64 3.5830261359 -30.3954809005 0.0133138 0.00143048 2.42337 6.57339 0.00327 0.0034 0.0021 0.00391 0.00361 0.00339 0.00261 0.01695 0.00261 0.00183 0.0017 0.00179 0.00585 0.00236 0.00169 0.00135 0.00198 0.01868 0.01777 0.0185 -0.01499 0.00314 0.01865 0.01487
1683 1362.27 2626.47 3.60863309989 -30.3954808733 0.131131 0.00717004 7.78002 10.4985 0.00443 0.00504 0.00285 0.00656 0.00356 0.0033 0.00271 0.01757 0.00261 0.0028 0.00258 0.00184 0.00583 0.00236 0.00251 0.00209 0.00854 0.01295 0.02514 0.00805 -0.03542 0.00481 0.02328 0.01446
1684 3131.38 2618.61 3.57444940892 -30.3956144688 0.174081 0.00392809 4.10214 8.55667 0.00341 0.00335 0.00219 0.00362 0.00347 0.00323 0.00258 0.01676 0.0025 0.00178 0.0017 0.00179 0.00582 0.00228 0.00162 0.00134 0.07774 0.09817 0.10735 0.09091 0.21709 0.06314 0.11671 0.08035
1685 2814.95 2626.22 3.58056377518 -30.3954879404 0.00908335 0.00106012 1.70673 3.35481 0.00317 0.00325 0.00203 0.00398 0.00347 0.00344 0.00259 0.01681 0.00255 0.00174 0.00171 0.00179 0.00583 0.00231 0.00159 0.00133 0.00551 0.01711 0.02094 0.01339 0.05489 -0.00208 0.01545 0.01659
1686 2534.5 2625.43 3.58598267454 -30.3955009152 0.033805 0.0013771 14.5526 21.1943 0.00338 0.00346 0.00217 0.00394 0.00368 0.00341 0.00261 0.01691 0.00263 0.00176 0.00167 0.00179 0.00584 0.00238 0.00161 0.00133 0.00556 0.05204 0.04941 0.02714 0.07149 0.00761 0.05396 0.04147
1687 2134.87 2625.69 3.59370459117 -30.3954961264 0.0161606 0.00244572 2.91229 6.18359 0.00318 0.00326 0.00204 0.004 0.00385 0.00326 0.00262 0.01701 0.00268 0.00176 0.00168 0.00183 0.00585 0.00243 0.0016 0.00133 0.00105 0.01131 0.01965 0.00178 -0.01282 0.00763 0.01538 0.01114
1688 1838.57 2621.28 3.59942972 -30.3955689578 0.215606 0.00339077 3.28985 8.60718 0.00327 0.00355 0.0021 0.00392 0.00363 0.00334 0.00274 0.01775 0.00269 0.00178 0.00169 0.00191 0.00582 0.00243 0.00161 0.00134 0.1123 0.15554 0.17009 0.19084 0.1876 0.04893 0.17865 0.17083
1689 1832.69 2614.98 3.59954348336 -30.3956739846 0.203964 0.0056737 7.67795 10.8927 0.00315 0.00328 0.00202 0.00418 0.0037 0.00327 0.0027 0.01753 0.00264 0.00178 0.00169 0.00186 0.00582 0.00239 0.00162 0.00134 0.03509 0.05335 0.05884 0.05039 0.09488 0.00944 0.06001 0.05361
