# id X_IMAGE Y_IMAGE X_WORLD Y_WORLD FLUX_AUTO_160 FLUXERR_AUTO_160 FLUX_RADIUS_1 FLUX_RADIUS_2 EA_ERR_105 EA_ERR_125 EA_ERR_140 EA_ERR_160 EA_ERR_435 EA_ERR_606 EA_ERR_814 EA_ERR_K FLUXERR_APER_606 FLUXERR_APER_125 FLUXERR_APER_140 FLUXERR_APER_814 FLUXERR_APER_K FLUXERR_APER_435 FLUXERR_APER_160 FLUXERR_APER_105 FLUX_APER_606 FLUX_APER_125 FLUX_APER_140 FLUX_APER_814 FLUX_APER_K FLUX_APER_435 FLUX_APER_160 FLUX_APER_105
448 2806.74 3435.94 3.58072276585 -30.3819925077 0.0133018 0.00193931 2.82071 0.156304 0.00334 0.00354 0.00215 0.00399 0.00339 0.00333 0.00259 0.01681 0.00243 0.00182 0.00173 0.00179 0.00583 0.0022 0.00167 0.00137 9e-05 0.01101 0.01875 -0.00212 -0.05603 -0.00155 0.01478 0.01645
449 1546.13 3435.11 3.60507750464 -30.3820043482 0.0403768 0.00342872 5.41491 10.7254 0.00324 0.00334 0.00208 0.00415 0.00331 0.00322 0.00259 0.01682 0.00238 0.0018 0.00171 0.00179 0.00583 0.00216 0.00163 0.00137 0.01099 0.01689 0.02029 0.01345 0.00581 0.00814 0.01999 0.01155
450 1546.78 3430.67 3.6050648424 -30.3820782308 0.0452396 0.00433209 5.79613 41.0453 0.00354 0.00355 0.00227 0.00404 0.00321 0.00328 0.00263 0.01708 0.00236 0.00179 0.00171 0.00179 0.00581 0.00213 0.00163 0.00137 0.01164 0.02195 0.02643 0.0142 0.00201 0.00928 0.02307 0.02018
451 2536.34 3428.22 3.5859468604 -30.3821210921 0.323896 0.00372872 3.20515 8.19065 0.00328 0.00329 0.00211 0.00397 0.00338 0.00336 0.00261 0.01695 0.00247 0.00181 0.00172 0.00189 0.00582 0.00224 0.00165 0.00137 0.21541 0.20984 0.24435 0.25094 0.57102 0.11652 0.27552 0.21656
452 2891.03 3426.84 3.57909414952 -30.3821441658 0.0959768 0.00347539 3.41668 7.81281 0.00347 0.00327 0.00223 0.00398 0.00336 0.00316 0.0026 0.01687 0.00243 0.0018 0.00172 0.0018 0.00582 0.0022 0.00165 0.00135 0.0453 0.05695 0.06808 0.04377 0.08298 0.03621 0.07861 0.04141
453 1452.56 3419.35 3.60688523794 -30.3822665924 0.49501 0.00518374 4.01211 9.67102 0.00347 0.00368 0.00223 0.00416 0.00322 0.00312 0.00257 0.01664 0.0024 0.00191 0.00181 0.00186 0.00582 0.00216 0.00174 0.00146 0.12176 0.31273 0.33445 0.23542 0.44586 0.02907 0.34134 0.28476
454 1503.4 3423.71 3.60590311213 -30.3821942049 0.118496 0.00551746 8.71611 13.862 0.00341 0.00329 0.00219 0.00407 0.00323 0.00316 0.00258 0.01676 0.00236 0.00178 0.0017 0.00178 0.00581 0.00213 0.00163 0.00137 0.01324 0.0257 0.02875 0.01788 0.0808 0.00723 0.03314 0.0208
455 1499.41 3415.99 3.60598019322 -30.3823228328 0.120468 0.00501333 6.11299 12.963 0.0033 0.00336 0.00212 0.00399 0.00328 0.00326 0.00257 0.01669 0.0024 0.00179 0.00169 0.00178 0.00581 0.00217 0.00163 0.00138 0.03411 0.06347 0.06196 0.03158 0.07872 0.03445 0.0655 0.0506
456 3137.87 3425.24 3.57432530582 -30.3821706893 0.0165075 0.00259029 3.14608 5.4746 0.00315 0.00358 0.00202 0.00403 0.00513 0.0047 0.00369 0.02395 0.00349 0.00178 0.00171 0.00262 0.00583 0.00316 0.00163 0.00134 0.01028 0.00996 0.00644 0.00806 -0.02494 0.00787 0.0147 0.00954
457 1633.86 3420.35 3.60338252004 -30.3822506245 0.159511 0.00705579 5.55807 14.659 0.00338 0.0036 0.00217 0.00399 0.00328 0.00314 0.00256 0.0166 0.00236 0.00179 0.00171 0.00179 0.00582 0.00213 0.00164 0.00134 0.00461 0.0612 0.07664 0.00144 0.046 0.0006 0.07525 0.01994
458 2248.14 3424.61 3.59151483102 -30.3821809325 0.00436816 0.00270063 1.2195 1.81051 0.00312 0.00347 0.00201 0.00416 0.00328 0.00346 0.00263 0.01702 0.00239 0.00178 0.0017 0.00178 0.00582 0.00216 0.00162 0.00134 0.00684 0.00056 0.00495 -0.00255 -0.02193 0.00037 0.00636 0.00034
459 3008.11 3422.88 3.57683233484 -30.3822101721 0.0137642 0.00279886 2.28231 3.82737 0.0032 0.00336 0.00206 0.00401 0.00405 0.00463 0.00336 0.02178 0.00291 0.00178 0.00169 0.00223 0.00584 0.00264 0.00162 0.00134 0.01406 0.01231 0.01665 0.01001 -0.02494 0.004 0.01639 0.01231
460 1740.33 3405.78 3.60132566695 -30.3824938144 1.60074 0.00701203 5.03879 12.0981 0.00328 0.00349 0.00211 0.00401 0.00318 0.00321 0.00253 0.01642 0.00238 0.00192 0.00181 0.00197 0.00581 0.00214 0.0017 0.00142 0.28586 0.74136 0.80867 0.54619 1.10062 0.07789 0.83935 0.67024
461 1651.22 3422.31 3.60304725636 -30.3822179917 0.0102454 0.00273656 2.5308 4.22174 0.00327 0.0036 0.0021 0.00394 0.0033 0.00327 0.00264 0.01714 0.00238 0.00178 0.0017 0.00179 0.00582 0.00215 0.00162 0.00134 -0.00161 0.0027 0.00415 0.00445 -0.00286 0.00183 0.0102 0.00365
462 1609.14 3419.67 3.60386017351 -30.3822617749 0.144305 0.00655333 6.11793 13.3466 0.00347 0.00347 0.00223 0.00409 0.00333 0.00317 0.00257 0.01663 0.00238 0.00178 0.0017 0.0018 0.00583 0.00215 0.00163 0.00135 -0.00023 0.04446 0.05593 0.00078 0.10344 -4e-05 0.06545 0.00912
463 1602.33 3416.73 3.60399176458 -30.3823108436 0.12208 0.00669761 6.57569 10.3263 0.00334 0.00356 0.00215 0.004 0.00326 0.00328 0.00259 0.01677 0.00238 0.00178 0.0017 0.00179 0.00584 0.00215 0.00164 0.00135 -0.00197 0.02972 0.03338 -0.00162 0.04532 0.00037 0.03751 0.01014
464 2080.68 3417.53 3.59475000358 -30.3822986549 0.0568146 0.00313757 4.60706 10.772 0.0033 0.0034 0.00212 0.00399 0.00322 0.00334 0.00258 0.01676 0.00235 0.00181 0.00173 0.00179 0.00583 0.00212 0.00164 0.00136 0.01515 0.03058 0.02877 0.01291 0.0392 0.00384 0.03637 0.03287
465 2073.33 3413.33 3.59489207774 -30.3823687004 0.0110986 0.00162324 4.46374 -0.108151 0.00337 0.00346 0.00216 0.00404 0.00336 0.00326 0.00262 0.01699 0.00238 0.00179 0.00171 0.00179 0.00584 0.00215 0.00164 0.00135 -0.00012 0.01266 0.01113 0.00657 0.0363 0.007 0.01061 0.01169
466 2960.53 3418.69 3.577751475 -30.3822800246 0.035173 0.00222084 3.01664 5.75426 0.00345 0.00322 0.00221 0.00408 0.00337 0.00339 0.00258 0.01673 0.00241 0.00178 0.00171 0.0018 0.00583 0.00217 0.00163 0.00135 0.02796 0.03552 0.03731 0.02955 0.07202 0.00528 0.0346 0.03546
467 2488.04 3418.4 3.58687989883 -30.3822848013 0.0567429 0.00456133 5.58319 -5.29291 0.00322 0.00353 0.00207 0.00394 0.00341 0.00344 0.00261 0.0169 0.0024 0.00178 0.00169 0.0018 0.00582 0.00218 0.00162 0.00134 0.02818 0.0233 0.02847 0.03459 0.04655 0.01528 0.02889 0.02587
468 1619.47 3420.35 3.60366067301 -30.3822505299 0.0267967 0.00266085 5.51386 7.23786 0.00329 0.00347 0.00211 0.00402 0.00336 0.00323 0.00263 0.01708 0.0024 0.00178 0.00169 0.0018 0.00583 0.00217 0.00163 0.00135 -0.00541 0.00095 0.00653 -0.00254 -0.02139 0.00072 0.0088 0.00529
469 3024.35 3417.44 3.57651846945 -30.3823008034 0.0121021 0.00245629 2.06861 4.05175 0.00316 0.00342 0.00203 0.00417 0.00467 0.00468 0.0038 0.02462 0.00338 0.00177 0.0017 0.00256 0.00582 0.00306 0.00162 0.00134 -0.00093 0.01158 0.00942 0.0065 0.03235 0.00239 0.01415 0.00849
470 3637.8 3400.03 3.56466667299 -30.382590001 97.22 2.84785 41.3813 82.6047 1.76602 1.30201 1.13458 2.2588 0.00323 0.00328 0.00266 0.01726 0.00252 0.0 0.0 0.00235 0.00581 0.00223 0.03437 0.01021 0.77983 0.02133 0.02149 1.45263 4.34454 0.19118 1.9094 0.64606
471 3602.88 3378.52 3.56534128393 -30.382948585 66.8272 0.0969224 4.3979 11.7887 0.02681 1.30201 0.01722 0.0825 0.00327 0.00344 0.00261 0.01695 0.00345 0.0 0.0 0.0052 0.00584 0.00261 0.05822 0.02806 7.3911 0.02149 0.02205 17.36849 64.64525 1.25243 41.77645 25.50119
472 3623.86 3382.95 3.56493596595 -30.3828745874 2.99608 0.536385 9.15907 11.9364 0.02505 1.30201 0.01609 0.02329 0.00328 0.00326 0.00267 0.01729 0.00238 0.0 0.0 0.00186 0.00583 0.00215 0.03654 0.01303 0.02417 0.02166 0.02242 0.06425 0.69452 -0.00033 0.25 0.08477
473 2528.33 3412.02 3.5861015442 -30.3823911599 0.0583607 0.00253784 3.39878 13.1725 0.00332 0.0036 0.00213 0.00405 0.00342 0.0032 0.00256 0.01657 0.00242 0.0018 0.00171 0.00179 0.00582 0.00219 0.00165 0.00135 0.02474 0.02684 0.03649 0.02762 0.02589 0.01187 0.05238 0.02889
474 1694.17 3412.21 3.60221737864 -30.3823864735 0.0429079 0.00465328 4.66101 10.4061 0.00321 0.00348 0.00206 0.00409 0.00326 0.00317 0.00258 0.01671 0.00238 0.00179 0.0017 0.00179 0.00581 0.00215 0.00162 0.00135 0.00486 0.02567 0.02334 0.0184 0.03345 0.00878 0.02394 0.02499
475 3093.73 3411.06 3.57517806081 -30.3824070547 0.0472016 0.0062297 5.45569 9.66925 0.00314 0.00326 0.00202 0.00406 0.00394 0.00414 0.00332 0.02153 0.003 0.00178 0.00169 0.0023 0.00583 0.00271 0.00162 0.00135 0.0044 0.01315 0.01422 0.01369 0.00179 0.00464 0.01792 0.01772
476 3088.0 3412.25 3.57528877559 -30.3823872855 0.0141379 0.00207848 3.37712 4.6416 0.00325 0.00353 0.00209 0.00378 0.00367 0.00362 0.0028 0.01816 0.00264 0.00177 0.0017 0.00193 0.00582 0.00239 0.00162 0.00134 0.00223 0.00346 0.00598 0.00891 0.04689 0.00357 0.00725 0.00755
477 1906.24 3411.88 3.59812020806 -30.3823925489 0.0280835 0.00339346 3.63969 9.251 0.00359 0.00348 0.00231 0.00401 0.00331 0.00319 0.0026 0.01686 0.00236 0.0018 0.00171 0.00178 0.00582 0.00214 0.00164 0.00135 0.00345 0.02107 0.02093 0.00136 0.01497 -0.00427 0.02239 0.01179
478 3082.79 3411.06 3.57538952682 -30.3824069757 0.0272818 0.00407713 4.66564 6.52052 0.00326 0.00347 0.0021 0.0038 0.00336 0.00334 0.00261 0.01695 0.00247 0.00177 0.00169 0.00185 0.00581 0.00223 0.00161 0.00133 0.00788 0.00532 0.01 0.00927 0.00638 0.0085 0.00986 0.00485
479 2651.89 3411.46 3.58371448091 -30.3824005364 0.0147893 0.001651 1.77609 3.03229 0.00307 0.00355 0.00197 0.0043 0.00338 0.00327 0.00266 0.01727 0.00244 0.0018 0.0017 0.0018 0.00583 0.00221 0.00163 0.00135 0.01454 0.02219 0.01933 0.01594 -0.00137 0.01836 0.01982 0.02259
480 1507.0 3410.27 3.60583348172 -30.3824181657 0.104241 0.00564235 9.66538 13.8342 0.00329 0.00355 0.00211 0.00405 0.00338 0.00342 0.0026 0.01685 0.00237 0.0018 0.00171 0.00179 0.00582 0.00214 0.00163 0.00138 0.0085 0.0189 0.01837 0.01771 0.01895 0.00228 0.02477 0.02304
481 2913.47 3406.77 3.57866064019 -30.3824786763 0.0685712 0.00272234 3.0771 9.99056 0.00315 0.00344 0.00202 0.00422 0.00327 0.00334 0.00258 0.01672 0.00242 0.0018 0.00172 0.0018 0.00581 0.00219 0.00165 0.00136 0.02058 0.05406 0.06015 0.04259 0.09874 0.00679 0.06712 0.05618
482 3478.79 3407.61 3.56773873519 -30.382464 0.757935 0.0642924 8.03103 12.6949 0.0273 1.30201 0.01754 0.03468 0.00324 0.00354 0.00267 0.01733 0.00241 0.0 0.0 0.00189 0.00582 0.00218 0.0147 0.01199 0.08923 0.02151 0.02282 0.12962 0.21696 0.04073 0.16165 0.14507
483 3468.35 3404.18 3.5679404693 -30.3825211645 0.95621 0.08843 6.92223 14.2253 0.02549 1.30201 0.01638 0.02553 0.0032 0.00335 0.00265 0.01721 0.00242 0.0 0.0 0.00193 0.00582 0.00219 0.03265 0.01239 0.11757 0.02177 0.02275 0.18737 0.33146 0.04049 0.30719 0.17713
484 3472.5 3404.51 3.56786020019 -30.3825156015 0.760037 0.0556322 5.97447 9.35062 0.02186 1.30201 0.01404 0.03132 0.00343 0.00318 0.00263 0.01705 0.00245 0.0 0.0 0.00194 0.00583 0.00221 0.01603 0.01276 0.14677 0.02177 0.02295 0.23103 0.41638 0.05527 0.27045 0.24232
485 3073.74 3405.07 3.57556433898 -30.3825068171 2.16577 0.0172364 37.576 50.7843 0.00329 0.00321 0.00211 0.00395 0.00343 0.00348 0.00265 0.01719 0.00245 0.0018 0.0017 0.00183 0.00584 0.00222 0.00163 0.00135 0.06757 0.05175 0.05151 0.06239 0.00903 0.05107 0.05008 0.05133
486 3091.76 3378.66 3.57521610092 -30.3829471274 34.2695 0.0253924 43.6977 51.3246 0.00347 0.00321 0.00223 0.00396 0.00507 0.00452 0.00371 0.02404 0.00356 0.00181 0.00173 0.00265 0.00582 0.00322 0.00164 0.00136 0.06636 0.14049 0.15653 0.11161 0.14808 0.01215 0.15489 0.12934
487 3060.15 3351.8 3.57582672868 -30.3833947436 29.9869 0.024823 58.5751 84.8889 0.00313 0.00355 0.00201 0.00391 0.00526 0.00479 0.00406 0.0263 0.00359 0.00184 0.00175 0.00282 0.00582 0.00323 0.00165 0.00138 0.16623 0.45175 0.48228 0.30891 0.75844 0.02904 0.51539 0.39774
488 3134.32 3336.28 3.57439379181 -30.3836534104 198.966 0.0188663 12.0167 30.138 0.00341 0.00306 0.00219 0.0038 0.00331 0.00323 0.00266 0.01726 0.00347 0.00482 0.00454 0.00497 0.00583 0.00266 0.0039 0.00302 6.28135 29.99998 34.82016 14.97564 66.51067 1.06914 39.56679 23.31581
489 3192.5 3343.33 3.5732697192 -30.3835358354 46.8399 0.0207658 42.7293 58.6053 0.00336 0.00344 0.00216 0.00385 0.00336 0.00332 0.00261 0.0169 0.00248 0.00194 0.00187 0.00188 0.00584 0.00224 0.00179 0.0014 0.04125 0.76751 1.11519 0.1216 5.10943 0.00482 1.67926 0.43103
490 3259.41 3375.51 3.5719770369 -30.382999327 5.43299 0.0112502 12.6826 30.0038 0.00325 0.00351 0.00209 0.00386 0.00341 0.00346 0.00262 0.01702 0.00244 0.00184 0.00178 0.00183 0.00582 0.00221 0.0017 0.00136 -0.00608 0.30086 0.51926 0.02208 3.42727 0.00837 0.801 0.13133
491 2154.67 3389.32 3.59332071889 -30.3827690283 0.93804 0.00559379 19.0512 28.5128 0.0035 0.00324 0.00225 0.0041 0.00322 0.00324 0.00263 0.01706 0.00236 0.00181 0.00172 0.00179 0.00583 0.00214 0.00165 0.00136 0.00597 0.01905 0.02116 0.00669 0.02137 -0.00639 0.02424 0.01454
492 2178.12 3401.24 3.59286758975 -30.382570394 0.998384 0.00823994 14.672 20.5369 0.00341 0.00342 0.00219 0.00401 0.00324 0.00326 0.00259 0.01679 0.00238 0.00184 0.00175 0.00188 0.00582 0.00217 0.00165 0.00138 0.13628 0.27463 0.26342 0.24643 0.3376 0.09284 0.28327 0.26047
493 2170.28 3377.54 3.59301904411 -30.3829653898 4.13202 0.0101965 6.97963 19.554 0.00317 0.00347 0.00203 0.00393 0.00323 0.00324 0.0025 0.01624 0.00244 0.00201 0.0019 0.00209 0.00584 0.00217 0.00176 0.00148 0.47352 1.30193 1.41601 0.91715 2.09634 0.11889 1.50297 1.16401
494 2220.77 3403.89 3.592043515 -30.3825262846 0.0872178 0.00256525 2.50797 10.6033 0.00315 0.0036 0.00202 0.00398 0.00335 0.00327 0.00266 0.01723 0.00241 0.00177 0.0017 0.00182 0.00582 0.0022 0.00162 0.00134 0.05302 0.05127 0.07834 0.04726 0.00873 0.06095 0.09035 0.04659
495 3287.74 3405.45 3.57142980871 -30.3825002787 0.0301437 0.00304915 5.41184 7.5587 0.00334 0.00336 0.00215 0.00422 0.00335 0.00321 0.00267 0.01728 0.00242 0.00179 0.00171 0.00183 0.00582 0.00219 0.00165 0.00136 0.00818 0.0103 0.01014 0.00845 0.05271 0.01161 0.01303 0.01082
496 2393.08 3404.19 3.58871458728 -30.3825216062 0.0381179 0.00336741 5.26033 7.16761 0.00321 0.00334 0.00206 0.00406 0.00336 0.00325 0.00264 0.01714 0.0024 0.00177 0.00169 0.00177 0.00582 0.00217 0.00162 0.00134 0.00199 0.01203 0.01102 0.00091 0.02559 0.00144 0.01263 0.00733
497 1702.02 3401.12 3.60206572808 -30.3825713841 0.114925 0.0070482 9.24044 15.1782 0.00319 0.00326 0.00205 0.004 0.00323 0.00309 0.00256 0.01663 0.00235 0.00178 0.0017 0.00178 0.00581 0.00213 0.00163 0.00134 0.00969 0.03407 0.03808 0.01503 0.03467 0.01298 0.03166 0.02061
498 1977.74 3400.35 3.59673894212 -30.3825847816 0.146374 0.0037161 3.00016 6.95383 0.00333 0.00322 0.00214 0.00397 0.00332 0.00326 0.0026 0.01685 0.00236 0.00179 0.00171 0.00181 0.00582 0.00214 0.00163 0.00135 0.08733 0.09991 0.11419 0.11325 0.46834 0.04324 0.13375 0.10098
499 1986.29 3401.99 3.59657378441 -30.3825575647 0.0911916 0.00383787 6.70882 8.70398 0.00325 0.00368 0.00209 0.0039 0.00322 0.00326 0.00262 0.01701 0.00233 0.00178 0.00172 0.00178 0.00581 0.00211 0.00163 0.00134 0.00604 0.0112 0.0166 0.00591 0.00528 -0.00032 0.01895 0.01321
500 3148.32 3393.35 3.57412341492 -30.3827021809 0.0239332 0.00356042 4.16757 5.60639 0.00319 0.00351 0.00205 0.00447 0.00335 0.00334 0.00266 0.01724 0.00244 0.00181 0.00173 0.00183 0.00583 0.00221 0.00166 0.00137 -0.00054 -0.00042 0.00204 -0.00655 -0.01749 -0.00209 0.00872 0.00158
501 3151.39 3401.52 3.57406408787 -30.3825659084 0.0752229 0.00717214 6.99195 12.3849 0.00324 0.00352 0.00208 0.00405 0.00342 0.00346 0.00268 0.01737 0.00248 0.00183 0.00172 0.00183 0.00583 0.00224 0.00165 0.00136 0.00076 0.01684 0.01743 0.00287 0.01667 0.00829 0.02262 0.0173
502 3148.68 3396.66 3.57411643936 -30.3826469288 0.0222115 0.00303827 3.45463 4.66084 0.00343 0.00413 0.00221 0.00383 0.00338 0.00325 0.00273 0.01768 0.00246 0.00182 0.00174 0.00184 0.00584 0.00223 0.00166 0.00137 -0.00115 0.00551 0.00675 -0.00123 -0.02813 0.00177 0.01411 0.00754
503 3315.9 3401.06 3.57088576481 -30.3825734587 0.035117 0.00444864 5.12567 7.13087 0.00451 0.00443 0.00289 0.00464 0.00341 0.0032 0.0027 0.01752 0.00243 0.00227 0.00221 0.00185 0.00584 0.0022 0.00204 0.0017 -0.00212 0.00887 0.00567 0.00096 -0.00526 0.00541 0.00879 0.00582
504 1859.79 3391.97 3.59901770568 -30.3827242877 5.07777 0.0221138 26.1027 34.6088 0.0033 0.00331 0.00212 0.00401 0.00332 0.0032 0.00261 0.01693 0.00236 0.00177 0.00169 0.00178 0.00581 0.00213 0.00163 0.00134 0.01362 0.03951 0.04514 0.01231 0.05075 0.00929 0.04857 0.02811
505 1899.34 3394.57 3.5982535596 -30.3826810902 3.04428 0.00962418 20.6991 29.1751 0.00309 0.00347 0.00199 0.0041 0.00321 0.00344 0.00256 0.01663 0.00238 0.0018 0.00172 0.00183 0.00582 0.00217 0.00164 0.00136 0.07083 0.13477 0.15362 0.11754 0.14804 0.06264 0.1703 0.14964
506 1881.72 3383.2 3.59859409184 -30.3828705176 5.08969 0.0106981 9.45626 19.8314 0.00318 0.00343 0.00204 0.00386 0.0033 0.00347 0.00258 0.01671 0.00243 0.00197 0.00187 0.00205 0.00582 0.00227 0.00175 0.00146 0.40785 1.19086 1.3618 0.73454 2.114 0.32072 1.47702 1.10883
507 1878.29 3369.63 3.59866030137 -30.3830965866 4.90481 0.0111621 13.0391 21.3993 0.00327 0.00328 0.0021 0.00392 0.00332 0.00323 0.0026 0.01688 0.00242 0.0019 0.00181 0.00198 0.00582 0.00217 0.0017 0.0014 0.26249 0.77758 0.85237 0.54064 1.26689 0.06808 0.90953 0.69613
508 1645.1 3398.95 3.60316558727 -30.3826073281 0.030163 0.00214156 2.46728 4.2992 0.00342 0.00342 0.0022 0.00398 0.0033 0.00317 0.00262 0.017 0.00238 0.0018 0.00171 0.0018 0.00583 0.00215 0.00164 0.00135 0.01312 0.03073 0.03741 0.02008 -0.02635 0.00773 0.0344 0.02154
509 3042.52 3388.71 3.57616751168 -30.3827795172 0.327679 0.00469005 3.24207 7.08064 0.00321 0.00345 0.00206 0.00407 0.00349 0.00344 0.00267 0.01731 0.00256 0.00185 0.00176 0.00193 0.00583 0.0023 0.00168 0.0014 0.10747 0.25732 0.27089 0.19986 0.36057 0.02265 0.27771 0.23365
510 3052.34 3393.66 3.57597776894 -30.382697025 0.00690506 0.0018621 1.86573 3.22766 0.00311 0.0034 0.002 0.00423 0.00336 0.00336 0.00265 0.01716 0.00248 0.0018 0.00171 0.00185 0.00583 0.00225 0.00163 0.00135 -0.00299 0.00547 0.00609 -0.00079 0.01059 -0.00465 0.00412 -0.00169
511 2997.98 3400.99 3.57702786744 -30.382574941 0.0247122 0.00333975 3.85168 6.12537 0.0033 0.00362 0.00212 0.00398 0.00454 0.00476 0.00359 0.02329 0.00317 0.00179 0.0017 0.00244 0.00581 0.00287 0.00163 0.00135 -0.00905 0.02573 0.01844 0.00482 0.04938 -0.00177 0.01886 0.01894
512 2994.66 3398.68 3.57709201178 -30.3826135035 0.0173093 0.00250754 3.13432 4.96199 0.00325 0.00352 0.00209 0.00421 0.00432 0.00436 0.00345 0.02239 0.00309 0.0018 0.00171 0.00239 0.00583 0.0028 0.00163 0.00135 -0.00368 0.01933 0.01275 -0.00086 0.03635 -0.00627 0.01762 0.01313
513 3189.33 3394.71 3.57333107692 -30.3826793799 0.0866836 0.00419589 3.11326 7.16476 0.00333 0.00316 0.00214 0.00402 0.0035 0.0035 0.00263 0.01704 0.00246 0.0018 0.0017 0.00185 0.00584 0.00224 0.00163 0.00135 0.03904 0.06759 0.07145 0.03621 0.05198 0.03822 0.07306 0.05862
514 2700.44 3396.1 3.58277639272 -30.3826565882 0.0269059 0.00270957 2.34621 5.35703 0.00333 0.00353 0.00214 0.00421 0.00337 0.00347 0.00256 0.01662 0.00244 0.00178 0.0017 0.0018 0.00583 0.00221 0.00163 0.00134 0.01839 0.02573 0.0304 0.02635 0.0404 -0.0004 0.02828 0.02575
515 1779.04 3390.49 3.60057773718 -30.3827487187 0.0556631 0.00329183 2.89477 5.7749 0.00329 0.00365 0.00211 0.00418 0.00318 0.0033 0.00259 0.01681 0.00236 0.0018 0.00174 0.0018 0.00583 0.00214 0.00165 0.00136 0.02292 0.04979 0.05282 0.03952 0.0414 0.00525 0.05451 0.05001
516 1248.29 3390.93 3.61083185213 -30.3827395044 0.361232 0.019892 3.53167 -0.676823 0.00992 0.00748 0.00638 0.01148 0.00371 0.00334 0.00265 0.01721 0.0027 0.01457 0.00858 0.00196 0.00611 0.00251 0.01833 0.00565 0.23616 0.37208 0.37548 0.33751 0.33908 0.23732 0.3618 0.39279
517 2561.09 3391.78 3.58546867164 -30.3827285237 0.036877 0.0031378 6.8989 -5.21902 0.00324 0.00327 0.00208 0.00415 0.00327 0.00318 0.00262 0.01697 0.00243 0.0018 0.00171 0.0018 0.00582 0.0022 0.00164 0.00136 0.01722 0.02082 0.02027 0.02782 -0.03533 0.0062 0.02453 0.02327
518 3318.94 3379.48 3.57082706928 -30.3829331622 1.26533 0.0072427 4.42969 9.67946 0.00417 0.00511 0.00268 0.00498 0.00333 0.00339 0.00269 0.01744 0.00245 0.00246 0.00238 0.00201 0.00584 0.0022 0.00218 0.00182 0.2593 0.69007 0.73829 0.51195 1.06649 0.06363 0.77385 0.62459
519 1761.66 3391.12 3.60091357258 -30.3827381849 0.0118583 0.0025532 2.76943 4.38205 0.00334 0.00344 0.00215 0.00398 0.00324 0.00328 0.0026 0.01688 0.00238 0.00178 0.00172 0.0018 0.00583 0.00215 0.00165 0.00135 0.0027 0.00681 0.0017 0.00377 0.01084 -0.00526 0.01014 0.00549
520 2821.85 3388.82 3.58043083152 -30.382777914 0.0119051 0.00138991 1.88066 5.53083 0.00336 0.00363 0.00216 0.00388 0.00339 0.00338 0.00259 0.01679 0.00243 0.0018 0.00171 0.0018 0.00581 0.0022 0.00164 0.00137 -0.00107 0.00914 0.01522 0.00436 0.05676 0.00056 0.0161 0.00864
521 1992.59 3385.1 3.59645208243 -30.3828390594 0.0961617 0.00542876 5.40919 13.0497 0.00344 0.00346 0.00221 0.00399 0.00329 0.00328 0.00259 0.01676 0.00235 0.00179 0.00169 0.00179 0.00581 0.00213 0.00162 0.00134 0.02359 0.04679 0.04196 0.02198 0.04376 0.01648 0.05099 0.0471
522 1984.14 3386.01 3.59661536891 -30.382823856 0.215055 0.00654125 12.7872 20.3449 0.00322 0.00344 0.00207 0.00413 0.0032 0.00332 0.00261 0.01691 0.00232 0.00178 0.00169 0.00178 0.00581 0.0021 0.00162 0.00134 0.01451 0.03526 0.03666 0.01591 0.07867 0.00627 0.03494 0.03342
523 1689.88 3388.72 3.60230037876 -30.3827779357 0.00805538 0.00224746 1.72903 3.45343 0.00328 0.00361 0.0021 0.0041 0.00322 0.00324 0.0026 0.01683 0.00238 0.00179 0.00171 0.0018 0.00582 0.00215 0.00164 0.00135 0.00067 0.00474 0.00841 0.00103 0.06793 -0.00086 0.00885 0.00613
524 3205.73 3387.06 3.5730141596 -30.382806958 0.0180163 0.00329778 3.40438 9.51224 0.00317 0.00348 0.00203 0.00422 0.00339 0.00329 0.00261 0.01693 0.00248 0.0018 0.0017 0.00182 0.00584 0.00225 0.00163 0.00135 0.00055 0.00859 0.00932 0.0129 -0.00834 -0.00598 0.0121 0.01065
525 2267.37 3385.31 3.59114335639 -30.3828359966 0.0438783 0.00445289 7.03919 9.6625 0.00317 0.00378 0.00204 0.00393 0.00335 0.00333 0.00258 0.01671 0.00242 0.00178 0.00168 0.00179 0.00583 0.00219 0.00162 0.00133 -0.00373 0.00275 0.00804 -0.00147 -0.01876 0.00223 0.0117 0.0014
526 2271.32 3385.33 3.59106705438 -30.3828357869 0.00485301 0.00141728 1.68332 2.54948 0.00314 0.00358 0.00202 0.00402 0.00343 0.00325 0.00258 0.0167 0.00245 0.00178 0.00169 0.00179 0.00584 0.00222 0.00162 0.00134 -0.0041 0.00317 0.00718 -0.00078 0.00062 -0.00085 0.00919 -0.00104
527 2525.47 3346.88 3.58615678559 -30.3834768139 0.437039 0.00798135 20.4748 27.6064 0.00315 0.00332 0.00203 0.00408 0.00331 0.00328 0.00258 0.01674 0.00243 0.00177 0.0017 0.00182 0.00584 0.00221 0.00163 0.00134 0.06843 0.07476 0.10747 0.07206 0.17054 0.03591 0.13223 0.06598
528 2595.09 3267.97 3.58481180106 -30.3847920542 0.202218 0.00584852 4.38807 13.2585 0.00315 0.00336 0.00202 0.0042 0.0035 0.00338 0.00257 0.01668 0.00249 0.00178 0.0017 0.0018 0.00582 0.00226 0.00163 0.00134 0.04589 0.10263 0.12118 0.05355 0.10878 0.04535 0.12618 0.06232
